dataset	specimen_id	region_type	crop_path	source_file	area_fraction	candidate_panel_id	class_counts_json	coverage_gain_ids_json	coverage_gain_n	covered_unit_ids_json	covered_unit_n	crop_reason	final_crop_bbox_xyxy	panel_area_fraction	panel_bbox_xyxy	panel_kind	panel_score	queue_id	queue_rank	queue_stage	reason
main500	BM000945885	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000945885/05_final_queue/crops/Q0002_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000945885/05_final_queue/final_ocr_queue.tsv	0.059288561525129985	P0002	"{""annotation label"": 2, ""handwritten note"": 1, ""type specimen label"": 1}"	"[""Y0003"", ""Y0140"", ""Y0147"", ""Y0175""]"	4	"[""Y0003"", ""Y0140"", ""Y0147"", ""Y0175""]"	4	tight_union_of_text_children	[277, 1116, 1018, 1393]	0.04081253610629694	[339, 1140, 956, 1369]	text	10.2299039524341	Q0002	2	main	main; small_text_label_panel; tight_union_of_text_children; gain=4
main500	BM000945885	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000945885/05_final_queue/crops/Q0003_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000945885/05_final_queue/final_ocr_queue.tsv	0.1479529173887926	P0003	"{""catalog number"": 1, ""database label"": 1, ""handwritten note"": 2}"	"[""Y0117"", ""Y0159"", ""Y0200"", ""Y0223""]"	4	"[""Y0117"", ""Y0159"", ""Y0200"", ""Y0223""]"	4	tight_union_of_text_children	[967, 0, 1500, 961]	0.11577729636048527	[1014, 25, 1485, 876]	text	8.2949776024341	Q0003	3	main	main; small_text_label_panel; tight_union_of_text_children; gain=4
main500	BM000951643	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000951643/05_final_queue/crops/Q0001_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000951643/05_final_queue/final_ocr_queue.tsv	0.3289367448471926	P0001	"{""handwritten note"": 2, ""primary specimen label"": 1, ""printed label"": 14, ""type specimen label"": 2}"	"[""Y0007"", ""Y0011"", ""Y0066"", ""Y0077"", ""Y0094"", ""Y0104"", ""Y0114"", ""Y0116"", ""Y0131"", ""Y0135"", ""Y0146"", ""Y0149"", ""Y0151"", ""Y0159"", ""Y0166"", ""Y0169"", ""Y0170"", ""Y0184"", ""Y0188"", ""Y0192"", ""Y0204"", ""Y0218"", ""Y0226"", ""Y0227"", ""Y0250""]"	25	"[""Y0007"", ""Y0011"", ""Y0066"", ""Y0077"", ""Y0094"", ""Y0104"", ""Y0114"", ""Y0116"", ""Y0131"", ""Y0135"", ""Y0146"", ""Y0149"", ""Y0151"", ""Y0159"", ""Y0166"", ""Y0169"", ""Y0170"", ""Y0184"", ""Y0188"", ""Y0192"", ""Y0204"", ""Y0218"", ""Y0226"", ""Y0227"", ""Y0250""]"	25	tight_union_of_text_children	[301, 1380, 1500, 2345]	0.2653680170575693	[408, 1467, 1476, 2341]	text	34.50003166355399	Q0001	1	main	main; main_text_label_panel; tight_union_of_text_children; gain=25
main500	BM000951643	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000951643/05_final_queue/crops/Q0002_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000951643/05_final_queue/final_ocr_queue.tsv	0.03502487562189055	P0004	"{""handwritten note"": 1, ""type specimen label"": 1}"	"[""Y0014"", ""Y0210""]"	2	"[""Y0014"", ""Y0210""]"	2	tight_union_of_text_children	[1270, 935, 1490, 1495]	0.022786638237384506	[1294, 982, 1466, 1448]	text	5.697962328668109	Q0002	2	main	main; small_text_label_panel; tight_union_of_text_children; gain=2
main500	BM000951643	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000951643/05_final_queue/crops/Q0003_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000951643/05_final_queue/final_ocr_queue.tsv	0.043522388059701496	P0002	"{""catalog number"": 1, ""handwritten note"": 1, ""primary specimen label"": 1}"	"[""Y0091"", ""Y0123"", ""Y0155""]"	3	"[""Y0091"", ""Y0123"", ""Y0155""]"	3	tight_union_of_text_children	[0, 1082, 162, 2027]	0.02684861407249467	[18, 1161, 138, 1948]	text	7.02510376111989	Q0003	3	main	main; small_text_label_panel; tight_union_of_text_children; gain=3
main500	BM000951643	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000951643/05_final_queue/crops/Q0004_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000951643/05_final_queue/final_ocr_queue.tsv	0.08633859275053304	P0003	"{""handwritten note"": 1, ""primary specimen label"": 1, ""printed label"": 1}"	"[""Y0111"", ""Y0165"", ""Y0177""]"	3	"[""Y0111"", ""Y0165"", ""Y0177""]"	3	tight_union_of_text_children	[537, 0, 1449, 333]	0.06546695095948828	[613, 0, 1373, 303]	text	6.6868992711198905	Q0004	4	main	main; small_text_label_panel; tight_union_of_text_children; gain=3
main500	BM000951643	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000951643/05_final_queue/crops/Q0005_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000951643/05_final_queue/final_ocr_queue.tsv	0.012622601279317696	P0006	"{""database label"": 1, ""handwritten note"": 1}"	"[""Y0103"", ""Y0213""]"	2	"[""Y0103"", ""Y0213""]"	2	tight_union_of_text_children	[19, 30, 315, 180]	0.007133475479744136	[44, 54, 290, 156]	text	4.1142071186681095	Q0005	5	main	main; small_text_label_panel; tight_union_of_text_children; gain=2
main500	BM000951643	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000951643/05_final_queue/crops/Q0006_main_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000951643/05_final_queue/final_ocr_queue.tsv	0.0031960199004975125	P0010	"{""barcode label"": 1}"	"[""Y0160""]"	1	"[""Y0160""]"	1	tight_union_of_text_children	[545, 1249, 691, 1326]	0.0008079601990049751	[569, 1273, 667, 1302]	text	2.254733250559945	Q0006	6	main	main; isolated_text_label_panel; tight_union_of_text_children; gain=1
main500	BM000951643	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000951643/05_final_queue/crops/Q0007_rescue_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000951643/05_final_queue/final_ocr_queue.tsv	0.0022686567164179106	P0012	"{""annotation label"": 1}"	"[""Y0212""]"	1	"[""Y0212""]"	1	tight_union_of_text_children	[509, 890, 614, 966]	0.0004537313432835821	[533, 914, 590, 942]	text	2.2350051005599454	Q0007	7	rescue	rescue; isolated_text_label_panel; tight_union_of_text_children; gain=1
main500	BM000953729	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000953729/05_final_queue/crops/Q0001_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000953729/05_final_queue/final_ocr_queue.tsv	0.1957296519988496	P0001	"{""annotation label"": 2, ""handwritten note"": 4, ""primary specimen label"": 4, ""printed label"": 6, ""type specimen label"": 2}"	"[""Y0005"", ""Y0013"", ""Y0058"", ""Y0084"", ""Y0113"", ""Y0135"", ""Y0139"", ""Y0145"", ""Y0157"", ""Y0159"", ""Y0162"", ""Y0165"", ""Y0173"", ""Y0178"", ""Y0183"", ""Y0200"", ""Y0212"", ""Y0217""]"	18	"[""Y0005"", ""Y0013"", ""Y0058"", ""Y0084"", ""Y0113"", ""Y0135"", ""Y0139"", ""Y0145"", ""Y0157"", ""Y0159"", ""Y0162"", ""Y0165"", ""Y0173"", ""Y0178"", ""Y0183"", ""Y0200"", ""Y0212"", ""Y0217""]"	18	tight_union_of_text_children	[724, 1441, 1500, 2318]	0.16071095772217428	[794, 1521, 1496, 2317]	text	35.34578638916644	Q0001	1	main	main; main_text_label_panel; tight_union_of_text_children; gain=18
main500	BM000953729	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000953729/05_final_queue/crops/Q0002_main_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000953729/05_final_queue/final_ocr_queue.tsv	0.052792637331032496	P0004	"{""handwritten note"": 1}"	"[""Y0044""]"	1	"[""Y0044""]"	1	tight_union_of_text_children	[1147, 657, 1500, 1177]	0.03732125395455853	[1177, 700, 1476, 1134]	text	3.0742152705599453	Q0002	2	main	main; isolated_text_label_panel; tight_union_of_text_children; gain=1
main500	BM000953729	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000953729/05_final_queue/crops/Q0003_main_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000953729/05_final_queue/final_ocr_queue.tsv	0.013104112740868566	P0005	"{""handwritten note"": 1}"	"[""Y0071""]"	1	"[""Y0071""]"	1	tight_union_of_text_children	[31, 18, 314, 179]	0.007637331032499281	[55, 42, 290, 155]	text	2.845531900559945	Q0003	3	main	main; isolated_text_label_panel; tight_union_of_text_children; gain=1
main500	BM000953729	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000953729/05_final_queue/crops/Q0004_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000953729/05_final_queue/final_ocr_queue.tsv	0.04239085418464193	P0002	"{""catalog number"": 1, ""handwritten note"": 1, ""printed label"": 1}"	"[""Y0114"", ""Y0131"", ""Y0204""]"	3	"[""Y0114"", ""Y0131"", ""Y0204""]"	3	tight_union_of_text_children	[0, 503, 159, 1430]	0.027345125107851597	[12, 580, 135, 1353]	text	6.687841991119891	Q0004	4	main	main; small_text_label_panel; tight_union_of_text_children; gain=3
main500	BM000953729	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000953729/05_final_queue/crops/Q0005_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000953729/05_final_queue/final_ocr_queue.tsv	0.006571469657750934	P0003	"{""catalog number"": 2}"	"[""Y0164"", ""Y0168""]"	2	"[""Y0164"", ""Y0168""]"	2	tight_union_of_text_children	[1066, 56, 1379, 129]	0.0018766177739430543	[1092, 80, 1353, 105]	text	4.75168213866811	Q0005	5	main	main; small_text_label_panel; tight_union_of_text_children; gain=2
main500	BM000953729	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000953729/05_final_queue/crops/Q0006_main_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000953729/05_final_queue/final_ocr_queue.tsv	0.06380327868852459	P0006	"{""handwritten note"": 1}"	"[""Y0129""]"	1	"[""Y0129""]"	1	tight_union_of_text_children	[0, 1919, 556, 2318]	0.05236870865688812	[3, 1955, 506, 2317]	text	2.6803632105599453	Q0006	6	main	main; isolated_text_label_panel; tight_union_of_text_children; gain=1
main500	BM000954587	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954587/05_final_queue/crops/Q0001_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954587/05_final_queue/final_ocr_queue.tsv	0.12427531602609661	P0001	"{""barcode label"": 3, ""catalog number"": 10, ""database label"": 5, ""handwritten note"": 2, ""primary specimen label"": 1, ""printed label"": 1, ""type specimen label"": 3}"	"[""Y0029"", ""Y0041"", ""Y0069"", ""Y0077"", ""Y0180"", ""Y0185"", ""Y0192"", ""Y0195"", ""Y0206"", ""Y0207"", ""Y0211"", ""Y0218"", ""Y0226"", ""Y0232"", ""Y0234"", ""Y0235"", ""Y0237"", ""Y0242"", ""Y0245"", ""Y0272"", ""Y0274"", ""Y0275"", ""Y0288"", ""Y0293"", ""Y0296"", ""Y0297""]"	26	"[""Y0029"", ""Y0041"", ""Y0069"", ""Y0077"", ""Y0180"", ""Y0185"", ""Y0192"", ""Y0195"", ""Y0206"", ""Y0207"", ""Y0211"", ""Y0218"", ""Y0226"", ""Y0232"", ""Y0234"", ""Y0235"", ""Y0237"", ""Y0242"", ""Y0245"", ""Y0272"", ""Y0274"", ""Y0275"", ""Y0288"", ""Y0293"", ""Y0296"", ""Y0297""]"	26	tight_union_of_text_children	[59, 0, 2100, 4880]	0.09236666214155094	[229, 93, 1930, 4445]	text	43.546111358021484	Q0001	1	main	main; main_text_label_panel; tight_union_of_text_children; gain=26
main500	BM000954587	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954587/05_final_queue/crops/Q0002_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954587/05_final_queue/final_ocr_queue.tsv	0.16064420761896397	P0002	"{""annotation label"": 5, ""catalog number"": 4, ""handwritten note"": 4, ""primary specimen label"": 1, ""type specimen label"": 3}"	"[""Y0011"", ""Y0024"", ""Y0067"", ""Y0144"", ""Y0152"", ""Y0179"", ""Y0188"", ""Y0197"", ""Y0204"", ""Y0216"", ""Y0230"", ""Y0249"", ""Y0255"", ""Y0256"", ""Y0264"", ""Y0279"", ""Y0291""]"	17	"[""Y0011"", ""Y0024"", ""Y0067"", ""Y0144"", ""Y0152"", ""Y0179"", ""Y0188"", ""Y0197"", ""Y0204"", ""Y0216"", ""Y0230"", ""Y0249"", ""Y0255"", ""Y0256"", ""Y0264"", ""Y0279"", ""Y0291""]"	17	tight_union_of_text_children	[2596, 0, 7471, 2641]	0.11173274333809802	[3002, 217, 7065, 2421]	text	33.68132851789616	Q0002	2	main	main; main_text_label_panel; tight_union_of_text_children; gain=17
main500	BM000954587	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954587/05_final_queue/crops/Q0003_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954587/05_final_queue/final_ocr_queue.tsv	0.0521428086594744	P0003	"{""catalog number"": 2, ""handwritten note"": 1, ""printed label"": 4, ""type specimen label"": 1}"	"[""Y0004"", ""Y0119"", ""Y0148"", ""Y0158"", ""Y0163"", ""Y0241"", ""Y0244"", ""Y0246""]"	8	"[""Y0004"", ""Y0119"", ""Y0148"", ""Y0158"", ""Y0163"", ""Y0241"", ""Y0244"", ""Y0246""]"	8	tight_union_of_text_children	[4266, 8300, 6891, 9892]	0.03618381519161203	[4485, 8433, 6672, 9759]	text	18.01571772733622	Q0003	3	main	main; main_text_label_panel; tight_union_of_text_children; gain=8
main500	BM000954587	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954587/05_final_queue/crops/Q0004_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954587/05_final_queue/final_ocr_queue.tsv	0.000966869165595279	P0004	"{""annotation label"": 1, ""catalog number"": 1}"	"[""Y0064"", ""Y0286""]"	2	"[""Y0064"", ""Y0286""]"	2	tight_union_of_text_children	[7003, 5903, 7318, 6149]	0.0006497450629656544	[7029, 5927, 7292, 6125]	text	4.603979778668109	Q0004	4	main	main; small_text_label_panel; tight_union_of_text_children; gain=2
main500	BM000954587	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954587/05_final_queue/crops/Q0005_rescue_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954587/05_final_queue/final_ocr_queue.tsv	0.022721088503278048	P0005	"{""herbarium stamp"": 1}"	"[""Y0123""]"	1	"[""Y0123""]"	1	tight_union_of_text_children	[5803, 3429, 7100, 4833]	0.01578096676435593	[5911, 3546, 6992, 4716]	text	1.2320062805599452	Q0005	5	rescue	rescue; isolated_text_label_panel; tight_union_of_text_children; gain=1
main500	BM000954587	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954587/05_final_queue/crops/Q0006_rescue_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954587/05_final_queue/final_ocr_queue.tsv	0.023852496366598256	P0006	"{""herbarium stamp"": 1}"	"[""Y0141""]"	1	"[""Y0141""]"	1	tight_union_of_text_children	[1563, 6809, 2528, 8790]	0.016583072640085603	[1643, 6974, 2448, 8625]	text	1.2193088105599452	Q0006	6	rescue	rescue; isolated_text_label_panel; tight_union_of_text_children; gain=1
main500	BM000954587	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954587/05_final_queue/crops/Q0007_rescue_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954587/05_final_queue/final_ocr_queue.tsv	0.02204059927172255	P0007	"{""herbarium stamp"": 1}"	"[""Y0212""]"	1	"[""Y0212""]"	1	tight_union_of_text_children	[5013, 5870, 6043, 7585]	0.015298243390003753	[5099, 6013, 5957, 7442]	text	1.1917431305599453	Q0007	7	rescue	rescue; isolated_text_label_panel; tight_union_of_text_children; gain=1
main500	BM000954587	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954587/05_final_queue/crops/Q0008_rescue_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954587/05_final_queue/final_ocr_queue.tsv	0.030357346059555847	P0008	"{""herbarium stamp"": 1}"	[]	0	"[""Y0288""]"	1	tight_union_of_text_children	[993, 1543, 2600, 3057]	0.021084435664832663	[1127, 1669, 2466, 2931]	text	1.1752125005599452	Q0008	8	rescue	rescue; isolated_text_label_panel; tight_union_of_text_children; gain=0
main500	BM000954657	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954657/05_final_queue/crops/Q0001_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954657/05_final_queue/final_ocr_queue.tsv	0.11370440881763527	P0002	"{""handwritten note"": 2, ""printed label"": 4, ""type specimen label"": 2}"	"[""Y0009"", ""Y0011"", ""Y0137"", ""Y0158"", ""Y0162"", ""Y0166"", ""Y0171"", ""Y0193""]"	8	"[""Y0009"", ""Y0011"", ""Y0137"", ""Y0158"", ""Y0162"", ""Y0166"", ""Y0171"", ""Y0193""]"	8	tight_union_of_text_children	[74, 1437, 683, 1996]	0.0811132264529058	[125, 1485, 632, 1964]	text	16.88250648733622	Q0001	1	main	main; main_text_label_panel; tight_union_of_text_children; gain=8
main500	BM000954657	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954657/05_final_queue/crops/Q0002_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954657/05_final_queue/final_ocr_queue.tsv	0.11435203740814963	P0001	"{""annotation label"": 1, ""catalog number"": 2, ""database label"": 2, ""handwritten note"": 2, ""type specimen label"": 5}"	"[""Y0051"", ""Y0122"", ""Y0129"", ""Y0135"", ""Y0138"", ""Y0141"", ""Y0147"", ""Y0183"", ""Y0190"", ""Y0194"", ""Y0195"", ""Y0217""]"	12	"[""Y0051"", ""Y0122"", ""Y0129"", ""Y0135"", ""Y0138"", ""Y0141"", ""Y0147"", ""Y0183"", ""Y0190"", ""Y0194"", ""Y0195"", ""Y0217""]"	12	tight_union_of_text_children	[0, 0, 365, 938]	0.09316332665330661	[5, 0, 332, 853]	text	22.350020027461536	Q0002	2	main	main; main_text_label_panel; tight_union_of_text_children; gain=12
main500	BM000954657	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954657/05_final_queue/crops/Q0003_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954657/05_final_queue/final_ocr_queue.tsv	0.0675	P0003	"{""handwritten note"": 1, ""primary specimen label"": 1, ""printed label"": 3, ""type specimen label"": 2}"	"[""Y0001"", ""Y0132"", ""Y0142"", ""Y0174"", ""Y0186"", ""Y0199"", ""Y0215""]"	7	"[""Y0001"", ""Y0132"", ""Y0142"", ""Y0174"", ""Y0186"", ""Y0199"", ""Y0215""]"	7	tight_union_of_text_children	[876, 1591, 1375, 1996]	0.04726619906479626	[918, 1625, 1333, 1966]	text	16.025272941679837	Q0003	3	main	main; main_text_label_panel; tight_union_of_text_children; gain=7
main500	BM000954657	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954657/05_final_queue/crops/Q0004_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954657/05_final_queue/final_ocr_queue.tsv	0.008522044088176353	P0004	"{""database label"": 1, ""handwritten note"": 1}"	"[""Y0115"", ""Y0204""]"	2	"[""Y0115"", ""Y0204""]"	2	tight_union_of_text_children	[1156, 0, 1399, 105]	0.005275551102204409	[1180, 0, 1375, 81]	text	4.08303759866811	Q0004	4	main	main; small_text_label_panel; tight_union_of_text_children; gain=2
main500	BM000954657	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM000954657/05_final_queue/crops/Q0005_main_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM000954657/05_final_queue/final_ocr_queue.tsv	0.002237808951235805	P0005	"{""catalog number"": 1}"	"[""Y0160""]"	1	"[""Y0160""]"	1	tight_union_of_text_children	[1311, 1256, 1411, 1323]	0.0003299933199732799	[1335, 1280, 1387, 1299]	text	2.5426164005599454	Q0005	5	main	main; isolated_text_label_panel; tight_union_of_text_children; gain=1
main500	BM001003037	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001003037/05_final_queue/crops/Q0001_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM001003037/05_final_queue/final_ocr_queue.tsv	0.084625250501002	P0001	"{""annotation label"": 4, ""catalog number"": 2, ""handwritten note"": 1, ""primary specimen label"": 2, ""printed label"": 7, ""type specimen label"": 4}"	"[""Y0002"", ""Y0063"", ""Y0087"", ""Y0091"", ""Y0118"", ""Y0129"", ""Y0131"", ""Y0139"", ""Y0141"", ""Y0144"", ""Y0148"", ""Y0156"", ""Y0157"", ""Y0166"", ""Y0168"", ""Y0172"", ""Y0174"", ""Y0177"", ""Y0179"", ""Y0180""]"	20	"[""Y0002"", ""Y0063"", ""Y0087"", ""Y0091"", ""Y0118"", ""Y0129"", ""Y0131"", ""Y0139"", ""Y0141"", ""Y0144"", ""Y0148"", ""Y0156"", ""Y0157"", ""Y0166"", ""Y0168"", ""Y0172"", ""Y0174"", ""Y0177"", ""Y0179"", ""Y0180""]"	20	tight_union_of_text_children	[789, 1537, 1410, 1945]	0.058710754843019373	[841, 1571, 1358, 1911]	text	38.01808107772342	Q0001	1	main	main; main_text_label_panel; tight_union_of_text_children; gain=20
main500	BM001003037	main_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001003037/05_final_queue/crops/Q0002_main_main_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM001003037/05_final_queue/final_ocr_queue.tsv	0.044084502338009354	P0002	"{""annotation label"": 1, ""catalog number"": 2, ""handwritten note"": 2, ""printed label"": 1, ""type specimen label"": 7}"	"[""Y0065"", ""Y0108"", ""Y0132"", ""Y0136"", ""Y0145"", ""Y0150"", ""Y0155"", ""Y0158"", ""Y0165"", ""Y0171"", ""Y0176"", ""Y0178"", ""Y0187""]"	13	"[""Y0065"", ""Y0108"", ""Y0132"", ""Y0136"", ""Y0145"", ""Y0150"", ""Y0155"", ""Y0158"", ""Y0165"", ""Y0171"", ""Y0176"", ""Y0178"", ""Y0187""]"	13	tight_union_of_text_children	[0, 0, 143, 923]	0.03247394789579158	[2, 9, 119, 840]	text	25.06568075961526	Q0002	2	main	main; main_text_label_panel; tight_union_of_text_children; gain=13
main500	BM001003037	isolated_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001003037/05_final_queue/crops/Q0003_main_isolated_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM001003037/05_final_queue/final_ocr_queue.tsv	0.010719772879091516	P0004	"{""handwritten note"": 1}"	"[""Y0043""]"	1	"[""Y0043""]"	1	tight_union_of_text_children	[1106, 841, 1351, 972]	0.00546125584502338	[1130, 865, 1327, 948]	text	2.8657400505599453	Q0003	3	main	main; isolated_text_label_panel; tight_union_of_text_children; gain=1
main500	BM001003037	small_text_label_panel	/net/scratch/f70829xm/nhm_scribe_main500_yoloe1000_redpurple_v4_auxbarrier/02_boxlogic/BM001003037/05_final_queue/crops/Q0004_main_small_text_label_panel.jpg	extras/csf3_vision_ocr/main500_yoloe26_redpurple_v4/02_boxlogic/BM001003037/05_final_queue/final_ocr_queue.tsv	0.005469271877087508	P0003	"{""annotation label"": 1, ""handwritten note"": 1, ""type specimen label"": 1}"	"[""Y0055"", ""Y0103"", ""Y0191""]"	3	"[""Y0055"", ""Y0103"", ""Y0191""]"	3	tight_union_of_text_children	[108, 1854, 233, 1985]	0.0021346025384101535	[132, 1878, 209, 1961]	text	6.65775012111989	Q0004	4	main	main; small_text_label_panel; tight_union_of_text_children; gain=3
